Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Cartilage Development (GO:0061036)	2/17	0.019988394158232205	0.04079662479561065	0	0	10.233981841763942	40.04151282456677	BMP4;BMP2
Regulation of D-glucose Transmembrane Transport (GO:0010827)	2/17	0.019988394158232205	0.04079662479561065	0	0	10.233981841763942	40.04151282456677	GH1;IL1B
Regulation of Cartilage Development (GO:0061035)	2/17	0.019988394158232205	0.04079662479561065	0	0	10.233981841763942	40.04151282456677	BMP4;BMP2
Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	5/120	0.020050305637804577	0.040883062227328355	0	0	3.359465936323177	13.133868634302301	TGFBR3;BMP2;GDF15;IL17F;ENG
Regulation of Nervous System Development (GO:0051960)	3/45	0.02042196553229977	0.041519365722282604	0	0	5.496372767857143	21.38717910255629	IL1B;TNFRSF1B;CX3CL1
Endothelial Cell Migration (GO:0043542)	3/45	0.02042196553229977	0.041519365722282604	0	0	5.496372767857143	21.38717910255629	DPP4;TNFSF12;VEGFA
Negative Regulation of Biosynthetic Process (GO:0009890)	3/45	0.02042196553229977	0.041519365722282604	0	0	5.496372767857143	21.38717910255629	IL6;ADIPOQ;IL6R
Regulation of Calcium-Mediated Signaling (GO:0050848)	3/46	0.021642614549184872	0.04395827444878172	0	0	5.3682776162790695	20.5770966814137	CCL4;CCL3;TREM2
Aorta Morphogenesis (GO:0035909)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	TGFBR2;ENG
Regulation of Oligodendrocyte Differentiation (GO:0048713)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	TNFRSF1B;TNFRSF21
Regulation of Oxidoreductase Activity (GO:0051341)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	IL1B;LEP
Regulation of Vascular Endothelial Cell Proliferation (GO:1905562)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	FLT1;CCL2
Regulation of Viral Entry Into Host Cell (GO:0046596)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	LGALS1;LGALS9
Extracellular Matrix Assembly (GO:0085029)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	TGFB1;GAS6
Ureteric Bud Development (GO:0001657)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	BMP4;BMP7
Ureteric Bud Morphogenesis (GO:0060675)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	BMP4;GDNF
Negative Regulation of Reproductive Process (GO:2000242)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	IGF1;TIMP1
Neuron Maturation (GO:0042551)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	APP;CX3CL1
Positive Regulation of Amyloid-Beta Formation (GO:1902004)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	IFNG;TNF
Positive Regulation of Sprouting Angiogenesis (GO:1903672)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	FGF1;VEGFA
Regulation of Bicellular Tight Junction Assembly (GO:2000810)	2/18	0.022297348757715107	0.04472308915894873	0	0	9.59387159533074	36.48825188991928	GDF2;TNF
Stem Cell Differentiation (GO:0048863)	3/47	0.02290237564318262	0.04589258398298339	0	0	5.246004971590909	19.811614544859424	BMP4;TGFB2;KIT
Blood Circulation (GO:0008015)	3/48	0.024201245024404315	0.048310030659985695	0	0	5.129166666666666	19.08743052924821	CXCL10;CXCL12;OLR1
Negative Regulation of Viral Genome Replication (GO:0045071)	3/48	0.024201245024404315	0.048310030659985695	0	0	5.129166666666666	19.08743052924821	IFNB1;CCL5;TNF
Positive Regulation of Innate Immune Response (GO:0045089)	3/48	0.024201245024404315	0.048310030659985695	0	0	5.129166666666666	19.08743052924821	IFNB1;CCL5;WNT5A
Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039)	3/48	0.024201245024404315	0.048310030659985695	0	0	5.129166666666666	19.08743052924821	IL6;CCL2;TNF
Regulation of Megakaryocyte Differentiation (GO:0045652)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	THPO;PF4
Regulation of Peptidyl-Threonine Phosphorylation (GO:0010799)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	EGF;CHI3L1
Response to Fibroblast Growth Factor (GO:0071774)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	CXCL8;CCL5
Signaling Receptor Ligand Precursor Processing (GO:0140448)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	DPP4;MMP12
Embryonic Digestive Tract Development (GO:0048566)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	TGFB2;TNF
Vasculature Development (GO:0001944)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	BMP4;BMP2
Host-Mediated Suppression of Symbiont Invasion (GO:0046597)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IFNA2;PTX3
Mesoderm Development (GO:0007498)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	GDF11;VEGFA
Negative Regulation of Endopeptidase Activity (GO:0010951)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	FETUB;TIMP1
Negative Regulation of Lipid Catabolic Process (GO:0050995)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IL1B;TNF
Positive Regulation of Alcohol Biosynthetic Process (GO:1902932)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	FGF1;BMP6
Positive Regulation of calcineurin-NFAT Signaling Cascade (GO:0070886)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IGF1;TNF
Positive Regulation of Calcineurin-Mediated Signaling (GO:0106058)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IGF1;TNF
Positive Regulation of Glycolytic Process (GO:0045821)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IFNG;IGF1
Positive Regulation of Mitochondrial Fission (GO:0090141)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	KDR;DCN
Positive Regulation of Purine Nucleotide Catabolic Process (GO:0033123)	2/19	0.024710681178651887	0.04858450015369938	0	0	9.029068436713207	33.41224555443848	IFNG;IGF1
Striated Muscle Cell Differentiation (GO:0051146)	2/20	0.02722532291178144	0.05342809848415325	0	0	8.527021184608733	30.728039619968985	BMP2;NRG1
Positive Regulation of Ion Transmembrane Transporter Activity (GO:0032414)	2/20	0.02722532291178144	0.05342809848415325	0	0	8.527021184608733	30.728039619968985	IFNG;CCL2
Cardiac Muscle Tissue Development (GO:0048738)	3/51	0.028332141795380256	0.05544398534863739	0	0	4.807861328125	17.134056032235573	BMP2;NRG1;BMP7
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233)	3/51	0.028332141795380256	0.05544398534863739	0	0	4.807861328125	17.134056032235573	TGFB3;CX3CL1;TGFBR1
Positive Regulation of Nervous System Development (GO:0051962)	3/51	0.028332141795380256	0.05544398534863739	0	0	4.807861328125	17.134056032235573	MMP12;IFNG;IL1RAP
Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263)	4/89	0.02850389062620376	0.05572790590155833	0	0	3.6274048442906572	12.90527149321854	TGFB1;EGF;WNT3A;EGFR
Protein Localization to Plasma Membrane (GO:0072659)	5/132	0.02877857457948162	0.05621235595431457	0	0	3.0401760803521607	10.786922039954831	BSG;ADIPOQ;GAS6;TNF;TNFRSF1A
Sensory Perception (GO:0007600)	3/52	0.029786980663583106	0.05784970109693203	0	0	4.7095025510204085	16.547703155927138	MMP12;GPNMB;CCL2
Regulation of Epithelial Cell Differentiation (GO:0030856)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	IFNG;GDF2
Sensory Perception of Pain (GO:0019233)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	MMP12;CCL2
Growth Hormone Receptor Signaling Pathway (GO:0060396)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	GH1;IGF1
Myoblast Differentiation (GO:0045445)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	NRG1;IGF1
Negative Regulation of Leukocyte Cell-Cell Adhesion (GO:1903038)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	GPNMB;PDCD1
Peripheral Nervous System Development (GO:0007422)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	GDNF;NRG1
Positive Regulation of Lipid Catabolic Process (GO:0050996)	2/21	0.029838266881575468	0.05784970109693203	0	0	8.077821011673151	28.369013244874896	IL1B;ANGPTL3
Regulation of Focal Adhesion Assembly (GO:0051893)	3/53	0.03128059596117849	0.0604777479730463	0	0	4.615078125	15.990125674518437	KDR;TEK;VEGFA
Negative Regulation of Immune System Process (GO:0002683)	3/53	0.03128059596117849	0.0604777479730463	0	0	4.615078125	15.990125674518437	TREM2;PDCD1;IL17D
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057)	3/53	0.03128059596117849	0.0604777479730463	0	0	4.615078125	15.990125674518437	IGF1;TEK;NGF
Protein Localization to Cell Periphery (GO:1990778)	5/136	0.0321471529839723	0.06209570215942893	0	0	2.9467452064675124	10.129234460355411	BSG;ADIPOQ;GAS6;TNF;TNFRSF1A
ERK1 and ERK2 Cascade (GO:0070371)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	EGF;LGALS9
Cell Migration Involved in Sprouting Angiogenesis (GO:0002042)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	KDR;VEGFA
Negative Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	TGFB1;LGALS9
Neuron Apoptotic Process (GO:0051402)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	NGF;TNFRSF21
Positive Regulation of Cholesterol Efflux (GO:0010875)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	ADIPOQ;TREM2
Positive Regulation of Neural Precursor Cell Proliferation (GO:2000179)	2/22	0.0325465663747201	0.06252051812790901	0	0	7.673540856031129	26.28251743292771	CX3CL1;VEGFA
Negative Regulation of Cell Motility (GO:2000146)	5/139	0.0348287868969306	0.0668431263678466	0	0	2.880332589023387	9.670172355266017	TGFBR3;ADIPOQ;CX3CL1;TGFBR1;ENG
Cellular Response to Interleukin-6 (GO:0071354)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	IL6;IL6R
Eye Morphogenesis (GO:0048592)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	EFEMP1;VEGFA
Glial Cell Development (GO:0021782)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	APP;TLR2
Hepaticobiliary System Development (GO:0061008)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	TGFBR3;PCSK9
Placenta Development (GO:0001890)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	LEP;PDGFB
Positive Regulation of BMP Signaling Pathway (GO:0030513)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	BMP4;ENG
Positive Regulation of Amide Metabolic Process (GO:0034250)	2/23	0.0353473339968947	0.06740504384444336	0	0	7.307763572355012	24.426435831253347	IFNG;TNF
Regulation of Transcription by RNA Polymerase II (GO:0006357)	39/2250	0.03582914502072477	0.06826154338497244	0	0	1.405513753546318	4.678946304402164	APP;CSF3;FASLG;FGF1;AREG;TNF;CX3CL1;EGFR;FSTL3;ELANE;IL11;IL33;TGFB1;IFNB1;TGFB3;WNT3A;IL13;WNT5A;GDF2;LIF;IL18;IGF1;INHBA;BMP6;DCN;VEGFA;TNFRSF1A;MMP12;BMP4;IL4;CXCL10;BMP2;IL6;GDNF;IFNG;IL17F;ENG;TLR2;PF4
Regulation of Protein Localization to Nucleus (GO:1900180)	3/56	0.035992774083488895	0.0685108359148377	0	0	4.353183962264151	14.47188618271991	BMP4;APP;TGFB1
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	5/141	0.036691255739185004	0.06977681937661206	0	0	2.837685270958777	9.379165074806608	APP;CSF1R;IL6;GDNF;CCL21
Memory (GO:0007613)	3/57	0.03764008346741864	0.07151615858809542	0	0	4.272352430555555	14.011973371578614	APP;CALB1;TREM2
Regulation of Lipid Storage (GO:0010883)	2/24	0.038237740618962825	0.07232296641957674	0	0	6.975238769013088	22.76670695640545	IL6;TNF
Ventricular Cardiac Muscle Tissue Development (GO:0003229)	2/24	0.038237740618962825	0.07232296641957674	0	0	6.975238769013088	22.76670695640545	TGFBR3;TGFB1
Metanephros Development (GO:0001656)	2/24	0.038237740618962825	0.07232296641957674	0	0	6.975238769013088	22.76670695640545	GDNF;BMP7
Myotube Differentiation (GO:0014902)	2/24	0.038237740618962825	0.07232296641957674	0	0	6.975238769013088	22.76670695640545	ADAMTS5;IGF1
Negative Regulation of Receptor-Mediated Endocytosis (GO:0048261)	2/24	0.038237740618962825	0.07232296641957674	0	0	6.975238769013088	22.76670695640545	ADIPOQ;PCSK9
Positive Regulation of Hydrolase Activity (GO:0051345)	4/98	0.03859102432636528	0.07292517255163058	0	0	3.278598247809762	10.670970303955155	CCL24;BMP2;CCL11;CCL19
Regulation of Myoblast Differentiation (GO:0045661)	3/58	0.03932538040484578	0.0742457498158335	0	0	4.194460227272727	13.572791589907299	BMP4;TGFB1;IGFBP3
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	8/297	0.040189443320764004	0.07580860698591765	0	0	2.145273576972387	6.895233044949094	TGFBR3;GDF15;ADIPOQ;PLAUR;TREM2;BMP7;MMP9;ENG
Response to UV (GO:0009411)	4/100	0.041076233358726996	0.0773243986585775	0	0	3.209967320261438	10.247260814773487	IL12B;IL12A;ELANE;EGFR
Regulation of Protein Export From Nucleus (GO:0046825)	2/25	0.041215014404619776	0.0773243986585775	0	0	6.671629165961766	21.27550958678627	IL1B;GAS6
Regulation of Protein Processing (GO:0070613)	2/25	0.041215014404619776	0.0773243986585775	0	0	6.671629165961766	21.27550958678627	PLAU;PLAUR
Epithelial Cell Development (GO:0002064)	2/25	0.041215014404619776	0.0773243986585775	0	0	6.671629165961766	21.27550958678627	BMP4;BMP6
Negative Regulation of Interleukin-1 Beta Production (GO:0032691)	2/25	0.041215014404619776	0.0773243986585775	0	0	6.671629165961766	21.27550958678627	IGF1;CX3CL1
Non-Canonical NF-kappaB Signal Transduction (GO:0038061)	2/25	0.041215014404619776	0.0773243986585775	0	0	6.671629165961766	21.27550958678627	CHI3L1;TNFRSF10A
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	5/146	0.04161150318635257	0.07799824364078645	0	0	2.7363600826492434	8.699924773596328	APP;BMP2;WIF1;WNT5A;IGFBP6
Intracellular Signaling Cassette (GO:0141124)	9/354	0.04171252388590937	0.07811754025228547	0	0	2.0239304347826086	6.429933611754236	APP;ADAM17;CXCL8;GDNF;CCL20;CCL3;SELE;FGFR3;EGFR
Regulation of Programmed Cell Death (GO:0043067)	6/195	0.04180597401606975	0.07822245809631673	0	0	2.453353409875149	7.78870039910356	BMP4;CXCL10;LGALS1;FLT3;TNFRSF25;TNF
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	3/60	0.0428091007826514	0.08002774654359697	0	0	4.046875	12.751721594489709	CXCL12;PLAUR;MMP9
Regulation of Platelet Aggregation (GO:0090330)	2/26	0.044276439766159505	0.0824022788168062	0	0	6.3933203631647215	19.929914044484036	IL6;IL6R
Blood Vessel Endothelial Cell Migration (GO:0043534)	2/26	0.044276439766159505	0.0824022788168062	0	0	6.3933203631647215	19.929914044484036	KDR;VEGFA
Positive Regulation of Filopodium Assembly (GO:0051491)	2/26	0.044276439766159505	0.0824022788168062	0	0	6.3933203631647215	19.929914044484036	CCL21;TGFB3
Positive Regulation of Natural Killer Cell Mediated Immunity (GO:0002717)	2/26	0.044276439766159505	0.0824022788168062	0	0	6.3933203631647215	19.929914044484036	IL21;IL12A
Regulation of Chondrocyte Differentiation (GO:0032330)	2/26	0.044276439766159505	0.0824022788168062	0	0	6.3933203631647215	19.929914044484036	EFEMP1;TGFBR1
Regulation of Interferon-Alpha Production (GO:0032647)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	IL10;GPNMB
Regulation of Mitochondrial Fission (GO:0090140)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	KDR;DCN
Regulation of Myelination (GO:0031641)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	TNFRSF1B;TNFRSF21
Striated Muscle Cell Development (GO:0055002)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	IGF1;VEGFA
Wound Healing, Spreading of Cells (GO:0044319)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	MMP12;ADAM17
Positive Regulation of Lipid Metabolic Process (GO:0045834)	2/27	0.04741935640512123	0.0877825109713936	0	0	6.137276264591439	18.710866172251777	IL1B;ANGPTL3
Axon Guidance (GO:0007411)	5/152	0.04801852764095402	0.08881302899964062	0	0	2.6238684450158014	7.9665063274002454	CXCL12;GDNF;BSG;WNT5A;VEGFA
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	5/153	0.049140017070154	0.09080692809604055	0	0	2.6060065971483293	7.852110434862151	APP;CXCL10;CXCL11;CXCL9;PF4
Negative Regulation of Protein Transport (GO:0051224)	2/28	0.050641158336082744	0.09316903250212406	0	0	5.900927865908411	17.602412517396314	IL12B;IL12A
Positive Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045745)	2/28	0.050641158336082744	0.09316903250212406	0	0	5.900927865908411	17.602412517396314	APP;CCL5
Positive Regulation of Cholesterol Transport (GO:0032376)	2/28	0.050641158336082744	0.09316903250212406	0	0	5.900927865908411	17.602412517396314	ADIPOQ;TREM2
Primary Neural Tube Formation (GO:0014020)	2/28	0.050641158336082744	0.09316903250212406	0	0	5.900927865908411	17.602412517396314	TGFB2;TGFB1
Regulation of DNA Biosynthetic Process (GO:2000278)	2/28	0.050641158336082744	0.09316903250212406	0	0	5.900927865908411	17.602412517396314	PDGFB;VEGFA
Negative Regulation of Autophagy (GO:0010507)	3/65	0.05216710317642363	0.09572365727719526	0	0	3.719569052419355	10.985015148329156	IL10;LEP;TREM2
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	3/65	0.05216710317642363	0.09572365727719526	0	0	3.719569052419355	10.985015148329156	FCN2;MBL2;TLR2
Positive Regulation of Organelle Assembly (GO:1902117)	3/65	0.05216710317642363	0.09572365727719526	0	0	3.719569052419355	10.985015148329156	CSF2;IL5;TNF
Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	APP;TREM2
Regulation of Platelet Activation (GO:0010543)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	THBD;PDGFB
Camera-Type Eye Development (GO:0043010)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	EFEMP1;VEGFA
Regulation of Supramolecular Fiber Organization (GO:1902903)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	APP;CSF3
Tube Closure (GO:0060606)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	TGFB2;TGFB1
Positive Regulation of Protein Import Into Nucleus (GO:0042307)	2/29	0.05393929294865367	0.09845687533859054	0	0	5.682086756016717	16.59110278524939	TGFB1;IFNG
Negative Regulation of Developmental Process (GO:0051093)	4/111	0.056329224368637826	0.10263999906752665	0	0	2.878358072200843	8.279717297357093	BMP4;TGFB1;GAS6;FGFR3
Positive Regulation of GTPase Activity (GO:0043547)	4/111	0.056329224368637826	0.10263999906752665	0	0	2.878358072200843	8.279717297357093	CCL24;CCL11;CCL19;CXCL13
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	2/30	0.05731126006109785	0.10406649307358341	0	0	5.47887715397443	15.66552423151892	LGALS9;TLR2
Neural Tube Closure (GO:0001843)	2/30	0.05731126006109785	0.10406649307358341	0	0	5.47887715397443	15.66552423151892	TGFB2;TGFB1
Peptide Hormone Processing (GO:0016486)	2/30	0.05731126006109785	0.10406649307358341	0	0	5.47887715397443	15.66552423151892	DPP4;CMA1
Regulation of Bone Resorption (GO:0045124)	2/30	0.05731126006109785	0.10406649307358341	0	0	5.47887715397443	15.66552423151892	CSF1R;IL6
Regulation of Wnt Signaling Pathway (GO:0030111)	4/112	0.05784793643605522	0.10494981523555158	0	0	2.8515613652868557	8.126771659698862	APP;BMP2;WIF1;TLR2
Regulation of Protein Localization to Cell Surface (GO:2000008)	2/31	0.060754610996357705	0.10818696960590043	0	0	5.289682007245404	14.815935389074397	EGF;TNF
Regulation of Stress-Activated MAPK Cascade (GO:0032872)	2/31	0.060754610996357705	0.10818696960590043	0	0	5.289682007245404	14.815935389074397	TGFB2;IGFBP6
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	2/31	0.060754610996357705	0.10818696960590043	0	0	5.289682007245404	14.815935389074397	FCN2;MBL2
Negative Regulation of Carbohydrate Metabolic Process (GO:0045912)	2/31	0.060754610996357705	0.10818696960590043	0	0	5.289682007245404	14.815935389074397	TGFB1;ADIPOQ
Regulation of DNA-templated Transcription (GO:0006355)	36/2139	0.061114362120375076	0.10818696960590043	0	0	1.3539658271655484	3.7843458347500976	CD86;APP;CSF2;CD80;IFNA2;PDGFB;AREG;TNF;FSTL3;EFEMP1;IFNL1;TNFRSF4;IL10;TGFB1;TGFB3;WNT3A;EGF;ADIPOQ;WNT5A;GDF2;NRG1;IGF1;INHBA;BMP7;TGFBR1;VEGFA;BMP4;IL4;BMP2;IL6;GDNF;IFNG;IL1B;XCL1;GAS6;ENG
C-X-C Chemokine Receptor CXCR4 Signaling Pathway (GO:0038159)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
ERBB4 Signaling Pathway (GO:0038130)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	NRG1
Regulation of Fat Cell Proliferation (GO:0070344)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
Regulation of Glucagon Secretion (GO:0070092)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL6
Regulation of Macrophage Proliferation (GO:0120040)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL33
Regulation of Mitochondrial Membrane Permeability Involved in Apoptotic Process (GO:1902108)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	GDNF
Regulation of Morphogenesis of a Branching Structure (GO:0060688)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	GDNF
Axo-Dendritic Transport (GO:0008088)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	APP
Regulation of Prostaglandin Biosynthetic Process (GO:0031392)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL1B
Blood Vessel Endothelial Cell Proliferation Involved in Sprouting Angiogenesis (GO:0002043)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	BMP4
Bradykinin Catabolic Process (GO:0010815)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	MMP12
Cell Junction Disassembly (GO:0150146)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CX3CL1
Cell-Cell Adhesion Mediated by Integrin (GO:0033631)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	VCAM1
Regulation of Transforming Growth Factor Beta2 Production (GO:0032909)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFB2
Response to Gonadotropin (GO:0034698)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFBR3
Response to Peptidoglycan (GO:0032494)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL6
Dopamine Biosynthetic Process (GO:0042416)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFB2
Dopaminergic Neuron Axon Guidance (GO:0036514)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	WNT5A
Erythropoietin-Mediated Signaling Pathway (GO:0038162)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	KIT
Establishment of Lymphocyte Polarity (GO:0001767)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	CCL21
Tricuspid Valve Development (GO:0003175)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFBR2
Tricuspid Valve Morphogenesis (GO:0003186)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFBR2
Ventricular Cardiac Muscle Cell Differentiation (GO:0055012)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	NRG1
Glomerulus Vasculature Development (GO:0072012)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TEK
Hemoglobin Metabolic Process (GO:0020027)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	INHBA
Hyaluronan Biosynthetic Process (GO:0030213)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL1B
Interleukin-4-Mediated Signaling Pathway (GO:0035771)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL4R
Interleukin-5-Mediated Signaling Pathway (GO:0038043)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL5
Leukocyte Apoptotic Process (GO:0071887)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL6
Lymph Node Development (GO:0048535)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TGFB1
Negative Regulation of T-helper 17 Cell Lineage Commitment (GO:2000329)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	LGALS1
Negative Regulation of Astrocyte Differentiation (GO:0048712)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TREM2
Negative Regulation of Cell Fate Commitment (GO:0010454)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	LGALS1
Negative Regulation of Macrophage Differentiation (GO:0045650)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	INHBA
Negative Regulation of miRNA Processing (GO:1903799)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	IL6
Negative Regulation of Morphogenesis of an Epithelium (GO:1905331)	1/5	0.0631004382533936	0.10818696960590043	0	0	19.125	52.84290216303815	TNF
